Name,Genre,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
Just Dance 2015,Music,Wii,Ubisoft,Ubisoft Paris,,,,2.09,1,0.91,,0.18,2014
Madden NFL 15,Sports,X360,EA Sports,EA Tiburon,,,,2.09,1.8,0.06,,0.22,2014
Total War: WARHAMMER,Strategy,PC,Sega,Creative Assembly,,,2.09,,,,,,2016
Donkey Kong Country: Tropical Freeze,Platform,NS,Nintendo,Retro Studios,9.1,9.1,2.08,,,,,,2018
Rise of the Tomb Raider,Adventure,PS4,Square Enix,Crystal Dynamics,,,,2.07,0.61,1.08,0.05,0.32,2016
LittleBigPlanet 3,Platform,PS4,Sony Computer Entertainment,Sumo Digital,,,,2.06,0.78,0.93,0.01,0.34,2014
Professor Layton and the Last Specter,Adventure,DS,Nintendo,Level 5,8.4,,2.06,,,,,,2011
Hitman: Absolution,Action,PS3,Square Enix,IO Interactive,,,,2.06,0.59,1.08,0.07,0.32,2012
The Elder Scrolls Online: Tamriel Unlimited,MMO,PS4,Bethesda Softworks,ZeniMax Online Studios,,,,2.05,0.74,0.98,,0.33,2015
Middle-Earth: Shadow of War,Action,PS4,Warner Bros. Interactive Entertainment,Monolith Productions,,,,2.04,0.82,0.84,0.06,0.33,2017
Madden NFL 25,Sports,PS3,Electronic Arts,EA Tiburon,7.5,,,2.04,1.62,0.03,,0.38,2013
Dragon Quest XI: Echoes of an Elusive Age,Role-Playing,PS4,Square Enix,Square Enix,10,,,2.04,0.29,0.22,1.43,0.1,2018
NBA 2K17,Sports,XOne,2K Sports,Visual Concepts,8.8,,,2.04,1.7,0.12,,0.21,2016
Just Dance 3,Misc,X360,Ubisoft,Ubisoft Paris,5.5,,,2.02,1.47,0.39,,0.16,2011
NBA 2K18,Sports,XOne,2K Sports,Visual Concepts,7.7,,,2.02,1.67,0.14,,0.21,2017
Call of Duty: Black Ops 3,Shooter,X360,Activision,Treyarch,,,,2.01,1.36,0.47,,0.19,2015
Need for Speed: The Run,Racing,PS3,Electronic Arts,EA Black Box,6.3,,,2.01,0.58,1.05,0.03,0.35,2011
Bloodborne,Role-Playing,PS4,Sony Computer Entertainment,From Software,8.2,,2,,,,,,2015
Dragon Quest Monsters: Joker 2,Role-Playing,DS,Nintendo,TOSE Software,8.1,,2,,,,,,2011
Driveclub,Racing,PS4,Sony Computer Entertainment,Evolution Studios,7.2,,2,,,,,,2014
The Legend of Zelda: Ocarina of Time 3D,Adventure,3DS,Nintendo,GREZZO,9.3,,,2,1.42,0.01,0.56,,2011
Just Cause 3,Action-Adventure,PS4,Square Enix,Avalanche Studios,7.5,,,1.98,0.53,1.07,0.09,0.3,2015
Donkey Kong Country: Tropical Freeze,Platform,WiiU,Nintendo,Retro Studios,8.8,9.1,1.98,,,,,,2014
Mario Sports Mix,Sports,Wii,Nintendo,Square Enix,6,,1.98,,,,,,2011
Resident Evil 6,Action,X360,Capcom,Capcom,,,,1.97,1.12,0.61,0.07,0.16,2012
Dishonored 2,Action,PS4,Bethesda Softworks,Arkane Studios,,,,1.97,0.62,1.02,0.01,0.31,2016
Lego Marvel Super Heroes,Action,PS3,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,1.96,0.77,0.85,0.01,0.32,2013
Call of Duty: Black Ops 3,Shooter,PS3,Activision,Treyarch,,,,1.95,0.65,0.92,0.07,0.3,2015
Destiny,Misc,X360,Activision,Unknown,,,,1.94,1.32,0.44,,0.19,2014
Yoshi's New Island,Platform,3DS,Nintendo,Arzest,,,1.94,,,,,,2014
Star Wars Battlefront II (2017),Shooter,XOne,Electronic Arts,EA DICE,,,,1.92,1.15,0.59,,0.17,2017
Lego Marvel Super Heroes,Action,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,1.91,0.59,1,0.01,0.3,2013
LEGO City Undercover: The Chase Begins,Action,3DS,Nintendo,TT Fusion,6.2,,1.91,,,,,,2013
Madden NFL 18,Sports,XOne,EA Sports,EA Tiburon,8.8,,,1.91,1.63,0.07,,0.2,2017
Tomb Raider (2013),Action,X360,Square Enix,Crystal Dynamics,8.5,,,1.9,0.86,0.87,0.01,0.16,2013
Batman: Arkham Origins,Action-Adventure,X360,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,,,,1.9,1.15,0.58,0,0.17,2013
Until Dawn,Adventure,PS4,Sony Computer Entertainment,Supermassive Games Ltd.,,,,1.9,0.62,0.92,0.06,0.3,2015
inFAMOUS 2,Action,PS3,Sony Computer Entertainment,Sucker Punch Productions,8.1,,,1.87,1.05,0.48,0.08,0.26,2011
The Evil Within,Action,PS4,Bethesda Softworks,Tango Gameworks,7.7,,,1.86,0.56,0.9,0.11,0.28,2014
Max Payne 3,Shooter,PS3,Rockstar Games,Rockstar Vancouver,,,,1.86,0.59,0.93,0.06,0.27,2012
Batman: Arkham Origins,Action-Adventure,PC,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,,,1.85,,,,,,2014
Watch Dogs,Action-Adventure,PS3,Ubisoft,Ubisoft Montreal,,,,1.83,0.56,0.89,0.1,0.28,2014
The Elder Scrolls V: Skyrim Special Edition,Role-Playing,XOne,Bethesda Softworks,Bethesda Softworks,8.1,,,1.83,1.13,0.53,,0.17,2016
Dragon Quest XI,Role-Playing,3DS,Square Enix,Square Enix,,,,1.82,,,1.82,,2017
Wolfenstein: The New Order,Shooter,PC,Bethesda Softworks,MachineGames,,,1.82,,,,,,2014
Monster Hunter Double Cross,Action,3DS,Capcom,Capcom,,,1.8,,,,,,2017
Kirby's Return to Dreamland,Platform,Wii,Nintendo,HAL Laboratory,7.6,,1.79,,,,,,2011
LEGO Star Wars III: The Clone Wars,Action,Wii,LucasArts,Traveller's Tales,7.5,,,1.79,1.01,0.62,,0.15,2011
The Crew,Racing,PS4,Ubisoft,Ubisoft Reflections,,,,1.79,0.44,1.04,0.03,0.27,2014
Far Cry 5,Action,XOne,Ubisoft,Ubisoft Montreal,7.2,,,1.78,1.14,0.47,,0.17,2018
Mad Max (2013),Action,PC,Warner Bros. Interactive Entertainment,Avalanche Studios,,,1.78,,,,,,2015
Dragon's Dogma,Role-Playing,PS3,Capcom,Capcom,,,,1.76,0.41,0.48,0.72,0.16,2012
Wii Party U,Party,WiiU,Nintendo,"Nd Cube Co., Ltd.",6.6,,1.76,,,,,,2013
For Honor,Action,PS4,Ubisoft,Ubisoft Montreal,,,,1.75,0.73,0.66,0.07,0.28,2017
Mortal Kombat X,Fighting,XOne,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,,1.74,1.34,0.23,,0.18,2015
Max Payne 3,Shooter,PC,Rockstar Games,Rockstar Vancouver,9,,1.74,,,,,,2012
NBA 2K15,Sports,XOne,2K Sports,Visual Concepts,,,,1.74,1.39,0.18,,0.18,2014
The Witcher 3: Wild Hunt,Role-Playing,XOne,Warner Bros. Interactive Entertainment,CD Projekt Red Studio,,,,1.74,0.97,0.61,0.01,0.15,2015
NBA 2K19,Sports,XOne,2K Sports,Visual Concepts,,,,1.74,1.47,0.08,,0.18,2018
Shadow of the Tomb Raider,Action-Adventure,PS4,Square Enix,Eidos Montreal,,,,1.74,0.59,0.82,0.06,0.27,2018
Dishonored,Shooter,X360,Bethesda Softworks,Arkane Studios,,,,1.72,1.06,0.5,0.01,0.15,2013
Titanfall 2,Shooter,PS4,Electronic Arts,Respawn Entertainment,8.9,,,1.72,0.75,0.62,0.06,0.28,2016
Injustice 2,Fighting,PS4,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,,1.72,0.88,0.54,,0.29,2017
Call of Duty: Modern Warfare 3,Shooter,PC,Activision,Infinity Ward,8,,,1.71,0.41,0.99,,0.31,2011
Call of Duty Black Ops: Declassified,Shooter,PSV,Activision,Nihilistic,,,,1.71,0.74,0.52,0.07,0.38,2012
Beyond: Two Souls,Adventure,PS3,Sony Computer Entertainment,Quantic Dream,,,,1.7,0.52,0.86,0.06,0.26,2013
Hitman: Absolution,Action,X360,Square Enix,IO Interactive,,,,1.7,0.68,0.88,0.01,0.13,2012
Dragon Quest VI: Realms of Revelation,Role-Playing,DS,Nintendo,ArtePiazza,7.6,,1.7,,,,,,2011
Tomodachi Collection: New Life,Simulation,3DS,Nintendo,Nintendo,,,,1.69,,,1.69,,2013
LEGO Batman 2: DC Super Heroes,Action-Adventure,X360,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,1.69,0.9,0.64,,0.15,2012
Far Cry 4,Shooter,XOne,Ubisoft,Ubisoft Montreal,8.5,,,1.68,0.85,0.68,0.02,0.14,2014
Destiny,Shooter,PS3,Activision,Bungie,,,,1.67,0.69,0.59,0.13,0.26,2014
Disney Infinity,Misc,Wii,Disney Interactive Studios,Unknown,,,,1.66,1.06,0.44,,0.16,2013
NBA 2K15,Sports,X360,2K Sports,Visual Concepts,,,,1.66,1.37,0.11,,0.17,2014
Watch Dogs,Action-Adventure,XOne,Ubisoft,Ubisoft Montreal,,,,1.64,0.91,0.59,,0.15,2014
Wii Play: Motion,Misc,Wii,Nintendo,Nintendo EAD,5.2,,1.64,,,,,,2011
Max Payne 3,Shooter,X360,Rockstar Games,Rockstar Vancouver,,,,1.63,0.86,0.62,0.01,0.13,2012
Uncharted: Golden Abyss,Action,PSV,Sony Computer Entertainment,SCEA Bend Studio / Naughty Dog,7.9,,,1.62,0.53,0.71,0.13,0.25,2012
The Order: 1886,Shooter,PS4,Sony Computer Entertainment,Ready at Dawn,6.2,,,1.62,0.44,0.86,0.07,0.25,2015
The Legend of Zelda: Breath of the Wild,Action-Adventure,WiiU,Nintendo,Nintendo EPD,10,10,1.61,,,,,,2017
Tom Clancy's Ghost Recon Wildlands,Shooter,XOne,Ubisoft,Ubisoft Paris,7.7,,,1.61,0.98,0.48,,0.15,2017
Wolfenstein: The New Order,Shooter,PS4,Bethesda Softworks,MachineGames,,,,1.61,0.48,0.84,0.03,0.25,2014
Rage,Shooter,X360,Bethesda Softworks,id Software,7.9,,,1.6,0.82,0.6,0.03,0.15,2011
Madden NFL 15,Sports,XOne,EA Sports,EA Tiburon,,,,1.6,1.34,0.1,,0.17,2014
Dragon Quest VII: Fragments of the Forgotten Past,Role-Playing,3DS,Nintendo,ArtePiazza,,,1.6,,,,,,2016
Kingdom Hearts HD I.5 ReMIX,Misc,PS3,Square Enix,Square Enix,,,1.6,,,,,,2013
Pokemon Super Mystery Dungeon,Role-Playing,3DS,Nintendo,ChunSoft,7.7,,1.6,,,,,,2015
L.A. Noire: The Complete Edition,Adventure,PC,Rockstar Games,Rockstar Leeds,,,1.6,,,,,,2011
Sonic Generations,Platform,PS3,Sega,Sonic Team,7.3,,,1.59,0.6,0.72,0.02,0.25,2011
FIFA 16,Sports,X360,EA Sports,EA Canada,9,,,1.59,0.59,0.88,,0.12,2015
Batman: Arkham Knight,Action,XOne,Warner Bros. Interactive Entertainment,Rocksteady Studios,,,,1.58,0.97,0.46,,0.14,2015
LEGO Pirates of the Caribbean: The Video Game,Action,Wii,Disney Interactive Studios,Traveller's Tales,7.5,,,1.57,0.73,0.69,,0.15,2011
Moshi Monsters: Moshling Zoo,Misc,DS,Activision,Mind Candy,,,,1.57,0.38,0.98,,0.21,2011
Dishonored,Shooter,PS3,Bethesda Softworks,Arkane Studios,,,,1.55,0.72,0.54,0.04,0.26,2013
Yoshi's Woolly World,Platform,WiiU,Nintendo,Good-Feel,7.4,6,1.55,,,,,,2015
Battlefield V,Shooter,XOne,Electronic Arts,EA DICE,,,,1.55,1.05,0.35,,0.15,2018
Need for Speed: Most Wanted (2012),Racing,X360,Electronic Arts,Criterion Games,,,,1.54,0.62,0.79,0.01,0.12,2012
NBA 2K14,Sports,PS4,2K Sports,Visual Concepts,,,,1.54,0.91,0.35,0.01,0.27,2013
Xenoblade Chronicles 2,Role-Playing,NS,Nintendo,Monolith Soft,8.2,,1.53,,,,,,2017
Disney Infinity,Misc,X360,Disney Interactive Studios,Unknown,,,,1.53,1.04,0.35,,0.15,2013
Mario Tennis Open,Sports,3DS,Nintendo,Camelot Software Planning,6.6,,1.52,,,,,,2012
Dead Space 2,Shooter,X360,Electronic Arts,Visceral Games,9.1,,,1.52,0.94,0.44,,0.13,2011
Call of Duty: Black Ops II,Shooter,PC,Activision,Treyarch,,,,1.51,0.66,0.7,,0.15,2012
Tomb Raider: Definitive Edition,Action-Adventure,PS4,Square Enix,Crystal Dynamics,,,,1.51,0.47,0.74,0.06,0.23,2014
Kirby: Planet Robobot,Action,3DS,Nintendo,HAL Laboratory,7.7,,1.51,,,,,,2016
Madden NFL 19,Sports,XOne,EA Sports,EA Tiburon,,,,1.51,1.33,0.02,,0.16,2018
Rayman Legends,Platform,PS4,Ubisoft,Ubisoft Montpellier,,,,1.5,0.22,1.05,,0.23,2014
NieR: Automata,Role-Playing,PS4,Square Enix,PlatinumGames,,,1.5,,,,,,2017
Octopath Traveler,Role-Playing,NS,Nintendo,Square Enix,8.1,8.7,1.5,,,,,,2018
Football Manager 2012,Sports,PC,Sega,Sega,8.5,,,1.5,0.02,1.16,,0.32,2011
Mass Effect: Andromeda,Role-Playing,PS4,Electronic Arts,BioWare Corp.,,,,1.49,0.58,0.67,,0.25,2017
Madden NFL 15,Sports,PS3,EA Sports,EA Tiburon,,,,1.49,1.11,0.11,,0.28,2014
Resistance 3,Shooter,PS3,Sony Computer Entertainment,Insomniac Games,8.3,,,1.49,0.64,0.57,0.05,0.22,2011
Tom Clancy's Ghost Recon: Future Soldier,Shooter,X360,Ubisoft,Ubisoft Paris,,,,1.48,0.94,0.4,0.02,0.13,2012
LEGO Star Wars III: The Clone Wars,Action,X360,LucasArts,Traveller's Tales,7.9,,,1.48,0.84,0.51,,0.13,2011
Professor Layton and the Mask of Miracle,Puzzle,3DS,Nintendo,Level 5,8.4,,1.48,,,,,,2012
Assassin's Creed III: Liberation,Adventure,PSV,Ubisoft,Ubisoft,,,,1.48,0.53,0.57,0.06,0.32,2012
Dying Light,Action,XOne,Warner Bros. Interactive Entertainment,Techland,,,,1.47,1.01,0.31,0.01,0.14,2016
Mass Effect 3,Role-Playing,PS3,Electronic Arts,BioWare,,,,1.46,0.65,0.58,0.03,0.2,2012
Mass Effect 2,Role-Playing,PS3,Electronic Arts,BioWare Edmonton,9.3,,,1.46,0.78,0.46,0.03,0.18,2011
Homefront,Shooter,X360,THQ,Kaos Studios,6.7,,,1.46,0.83,0.48,0.02,0.12,2011
Doom (2016),Shooter,XOne,Bethesda Softworks,id Software,,,,1.45,0.76,0.57,,0.13,2016
Assassin's Creed Syndicate,Action,XOne,Ubisoft,Ubisoft Quebec,,,,1.44,0.71,0.61,,0.12,2015
Dead Space 2,Shooter,PS3,Electronic Arts,Visceral Games,9,,,1.43,0.73,0.49,,0.21,2011
South Park: The Fractured But Whole,Role-Playing,PS4,Ubisoft,Ubisoft San Francisco,,,,1.43,0.62,0.57,,0.24,2017
Middle-Earth: Shadow of Mordor,Action,XOne,Warner Bros. Interactive Entertainment,Monolith Productions,,,,1.42,0.77,0.52,0.01,0.12,2014
LEGO Batman 2: DC Super Heroes,Action-Adventure,Wii,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,1.42,0.9,0.4,,0.12,2012
Medal of Honor: Warfighter,Shooter,PS3,Electronic Arts,Danger Close Games,,,,1.42,0.49,0.64,0.06,0.23,2012
Injustice: Gods Among Us,Fighting,X360,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,,1.42,0.97,0.31,,0.14,2013
Style Savvy: Fashion Forward,Simulation,3DS,Nintendo,syn Sophia,6.5,,1.41,,,,,,2016
Anno 2070,Strategy,PC,Ubisoft,Blue Byte Studio,8.7,,,1.4,,1.14,,0.26,2011
Bravely Default: Flying Fairy,Role-Playing,3DS,Nintendo,Square Enix,8.2,,1.4,,,,,,2014
Pokemon Rumble Blast,Action,3DS,Nintendo,Ambrella,5.3,,1.4,,,,,,2011
Fallout 4,Role-Playing,PC,Bethesda Softworks,Bethesda Game Studios,9,,,1.4,0.57,0.72,,0.11,2015
Batman: Arkham Knight,Action,PC,Warner Bros. Interactive Entertainment,Rocksteady Studios,,,1.4,,,,,,2015
The Sims 4,Simulation,PS4,Electronic Arts,Maxis,,,,1.39,0.44,0.72,0.01,0.22,2017
Street Fighter V,Fighting,PS4,Capcom,Capcom,,,,1.39,0.64,0.42,0.12,0.22,2016
Sonic Generations,Platform,X360,Sega,Sonic Team,7.7,,,1.39,0.71,0.54,0,0.13,2011
Battlefield 4,Shooter,PC,Electronic Arts,EA DICE,,,,1.39,0.44,0.85,,0.1,2013
Assassin's Creed Odyssey,Action-Adventure,XOne,Ubisoft,Ubisoft Quebec,,,,1.39,0.91,0.35,,0.13,2018
Deus Ex: Human Revolution,Shooter,X360,Square Enix,Eidos Montreal,8.8,,,1.38,0.77,0.47,0.02,0.12,2011
Deus Ex: Human Revolution,Shooter,PS3,Square Enix,Eidos Montreal,8.8,,,1.38,0.5,0.6,0.07,0.22,2011
The Elder Scrolls Online: Tamriel Unlimited,MMO,XOne,Bethesda Softworks,ZeniMax Online Studios,,,,1.38,0.86,0.39,,0.13,2015
Titanfall,Shooter,X360,Electronic Arts,Respawn Entertainment,,,,1.38,0.88,0.35,0.02,0.13,2014
SimCity (2013),Simulation,PC,Electronic Arts,Maxis,,,,1.38,0.48,0.79,,0.11,2013
LittleBigPlanet PS Vita,Platform,PSV,Sony Computer Entertainment,Media Molecule,,,,1.38,0.36,0.69,0.02,0.31,2012
Titanfall 2,Shooter,XOne,Electronic Arts,Respawn Entertainment,,,,1.37,0.88,0.37,,0.13,2016
Crysis 2,Shooter,X360,Electronic Arts,Crytek,8.7,,,1.37,0.73,0.5,0.02,0.13,2011
Pokemon Mystery Dungeon: Gates to Infinity,Role-Playing,3DS,Nintendo,Spike Chunsoft,5.9,,1.37,,,,,,2013
NBA 2K15,Sports,PS3,2K Sports,Visual Concepts,,,,1.37,0.89,0.22,0.02,0.24,2014
Need for Speed: The Run,Racing,X360,Electronic Arts,EA Black Box,5.5,,,1.37,0.63,0.57,0,0.16,2011
Wolfenstein II: The New Colossus,Shooter,PS4,Bethesda Softworks,MachineGames,9,,,1.36,0.55,0.58,0.01,0.22,2017
Skylanders SWAP Force,Platform,X360,Activision,Unknown,,,,1.36,0.88,0.35,,0.13,2013
Marvel vs. Capcom 3: Fate of Two Worlds,Fighting,PS3,Capcom,Capcom,8.2,,,1.36,0.81,0.28,0.11,0.15,2011
FIFA 17,Sports,PS3,Electronic Arts,EA Canada,,,,1.36,0.14,0.98,0.04,0.2,2016
WWE '13,Sports,PS3,THQ,Unknown,,,,1.35,0.51,0.62,,0.22,2012
Captain Toad: Treasure Tracker,Puzzle,WiiU,Nintendo,Nintendo EAD Tokyo,7.7,,1.35,,,,,,2014
Watch Dogs 2,Action,XOne,Ubisoft,Ubisoft,,,,1.35,0.71,0.53,,0.12,2016
The ICO & Shadow of the Colossus Collection,Adventure,PS3,Sony Computer Entertainment,Bluepoint Games,9,,,1.34,0.67,0.36,0.13,0.18,2011
WWE 2K18,Sports,PS4,2K Sports,Yuke's,,,,1.33,0.45,0.67,,0.22,2017
Crysis 2,Shooter,PS3,Electronic Arts,Crytek,8.8,,,1.33,0.48,0.57,0.06,0.22,2011
Kid Icarus: Uprising,Action,3DS,Nintendo,Project Sora,8,,1.33,,,,,,2012
Skylanders Giants,Misc,X360,Activision,Toys for Bob,,,,1.32,0.76,0.44,,0.12,2012
Fallout 76,Role-Playing,PS4,Bethesda Softworks,Bethesda Game Studios,5.1,,,1.32,0.52,0.49,0.1,0.2,2018
Resident Evil 6,Action,PC,Capcom,Capcom,,,1.32,,,,,,2013
Rage,Shooter,PS3,Bethesda Softworks,id Software,7.9,,,1.32,0.47,0.59,0.06,0.2,2011
The LEGO Movie Videogame,Action-Adventure,X360,Warner Bros. Interactive Entertainment,TT Fusion,,,,1.32,0.69,0.51,,0.11,2014
FIFA 14,Sports,XOne,EA Sports,EA Canada,,,,1.31,0.44,0.78,,0.1,2013
Thief,Action,PC,Square Enix,Eidos Montreal,,,1.31,,,,,,2014
Lego Star Wars: The Force Awakens,Action-Adventure,PS4,Warner Bros. Interactive Entertainment,TT Fusion,,,,1.31,0.3,0.78,0.02,0.2,2016
EA Sports UFC 2,Sports,PS4,EA Sports,EA Canada,,,,1.31,0.44,0.65,,0.21,2016
Final Fantasy X / X-2 HD Remaster,Role-Playing,PS3,Square Enix,Square Enix,,,1.3,,,,,,2014
Kingdom Hearts 3D: Dream Drop Distance,Role-Playing,3DS,Square Enix,Square Enix,7.5,,1.3,,,,,,2012
Super Street Fighter IV: 3D Edition,Fighting,3DS,Capcom,Capcom,8.5,,1.3,,,,,,2011
Assassin's Creed: Rogue,Action,PS3,Ubisoft,Ubisoft Sofia,,,,1.3,0.46,0.57,0.07,0.2,2014
Scribblenauts: Unlimited,Puzzle,PC,Warner Bros. Interactive Entertainment,5TH Cell,8.8,,1.3,,,,,,2012
Watch Dogs,Action-Adventure,X360,Ubisoft,Ubisoft Montreal,,,,1.29,0.73,0.44,0.01,0.11,2014
Injustice: Gods Among Us,Fighting,PS3,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,,1.28,0.5,0.56,0.01,0.21,2013
WWE '12,Fighting,X360,THQ,"Yuke's Co., Ltd.",7.5,,,1.27,0.74,0.4,0,0.12,2011
WWE '13,Misc,X360,THQ,Unknown,,,,1.27,0.72,0.44,,0.11,2012
Destiny: The Taken King,Shooter,XOne,Activision,Bungie,,,,1.27,0.91,0.23,,0.12,2015
Need for Speed Rivals,Racing,PS3,Electronic Arts,Ghost Games,,,,1.27,0.33,0.69,0.05,0.19,2013
Hyrule Warriors,Misc,WiiU,Nintendo,Omega Force,7.4,,,1.26,0.59,0.44,0.13,0.1,2014
Far Cry 4,Shooter,PS3,Ubisoft,Ubisoft Montreal,,,,1.26,0.35,0.63,0.09,0.19,2014
Pikmin 3,Strategy,WiiU,Nintendo,Nintendo EAD,8.7,,1.25,,,,,,2013
FIFA Street (2012),Sports,PS3,EA Sports,EA Canada,,,,1.25,0.13,0.91,,0.21,2012
Cars 2,Racing,DS,Disney Interactive Studios,Avalanche Software,6.5,,,1.25,0.68,0.41,0.04,0.12,2011
LEGO The Lord of the Rings,Misc,X360,Warner Bros. Interactive Entertainment,Unknown,,,,1.24,0.64,0.5,,0.1,2012
Battlefield: Hardline,Shooter,XOne,Electronic Arts,EA DICE,,,,1.24,0.73,0.39,0.01,0.11,2015
LEGO Batman 2: DC Super Heroes,Action-Adventure,PS3,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,1.23,0.5,0.54,,0.19,2012
The Legend of Zelda: Tri Force Heroes,Adventure,3DS,Nintendo,GREZZO,7.4,,1.23,,,,,,2015
Kirby: Mass Attack,Platform,DS,Nintendo,HAL Laboratory,8.4,,1.22,,,,,,2011
Guitar Hero Live,Music,PS4,Activision,FreeStyleGames,,,,1.21,0.52,0.49,,0.2,2015
Just Dance 4,Music,X360,Ubisoft,Ubisoft,,,,1.21,0.9,0.19,,0.12,2012
Mad Max (2013),Action,PS4,Warner Bros. Interactive Entertainment,Avalanche Studios,,,,1.2,0.38,0.59,0.05,0.19,2015
Kingdom Hearts HD II.5 ReMIX,Role-Playing,PS3,Square Enix,Square Enix,,,1.2,,,,,,2014
WWE 2K14,Fighting,PS3,2K Sports,Yuke's,7.6,,,1.2,0.49,0.51,,0.2,2013
Mario & Sonic at the London 2012 Olympic Games,Sports,3DS,Sega,Sega,6.5,,,1.19,0.18,0.66,0.27,0.08,2012
Mortal Kombat Komplete Edition,Fighting,PC,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,1.19,,,,,,2013
LEGO Dimensions,Action,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,1.18,0.48,0.5,,0.2,2015
LEGO Star Wars III: The Clone Wars,Action,PS3,LucasArts,Traveller's Tales,8,,,1.18,0.52,0.47,,0.19,2011
Resident Evil: Operation Raccoon City,Shooter,PS3,Capcom,Slant Six Games,,,,1.18,0.48,0.24,0.36,0.1,2012
LEGO Jurassic World,Action,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,1.18,0.41,0.56,0.02,0.19,2015
Medal of Honor: Warfighter,Shooter,X360,Electronic Arts,Danger Close Games,,,,1.18,0.61,0.46,0.01,0.1,2012
WWE '12,Fighting,PS3,THQ,"Yuke's Co., Ltd.",9,,,1.18,0.53,0.45,0.02,0.17,2011
NieR: Automata,Role-Playing,PC,Square Enix,PlatinumGames,,,1.18,,,,,,2017
WWE 2K15,Sports,PS4,2K Sports,Visual Concepts,,,,1.16,0.4,0.57,,0.19,2014
Your Shape: Fitness Evolved 2012,Sports,X360,Ubisoft,Ubisoft Montreal,,,,1.16,0.7,0.36,,0.1,2011
Pokken Tournament DX,Fighting,NS,Nintendo,Namco Bandai Games,8,,1.16,,,,,,2017
The Elder Scrolls V: Skyrim,Role-Playing,NS,Bethesda Softworks,Bethesda Softworks,8.6,9.1,,1.15,0.67,0.32,0.06,0.1,2017
Dragon Quest VIII: Journey of the Cursed King,Role-Playing,3DS,Nintendo,Level 5 / Armor Project,8.8,,,1.15,0.14,0.11,0.88,0.02,2017
Ratchet & Clank: All 4 One,Platform,PS3,Sony Computer Entertainment,Insomniac Games,7.5,,,1.15,0.75,0.22,0.05,0.13,2011
Middle-Earth: Shadow of War,Action,XOne,Warner Bros. Interactive Entertainment,Monolith Productions,,,,1.15,0.75,0.29,,0.11,2017
Lego Marvel Super Heroes,Action,XOne,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,1.15,0.61,0.44,,0.1,2013
LEGO Star Wars III: The Clone Wars,Action,3DS,LucasArts,Traveller's Tales,6.7,,,1.14,0.61,0.44,,0.09,2011
LEGO City Undercover,Action,WiiU,Nintendo,TT Fusion,7.5,,1.14,,,,,,2013
Final Fantasy XV,Role-Playing,XOne,Square Enix,Square Enix,,,,1.14,0.72,0.3,0.01,0.11,2016
LEGO Worlds,Misc,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,1.14,0.21,0.72,0.04,0.17,2017
NCAA Football 14,Sports,X360,EA Sports,EA Tiburon,7.6,,,1.13,1.01,,,0.12,2013
Rocksmith,Misc,X360,Ubisoft,Ubisoft,8,,,1.13,0.85,0.19,0.01,0.08,2011
Plants vs Zombies: Garden Warfare,Shooter,X360,Electronic Arts,PopCap Games,8,,,1.13,0.54,0.5,0,0.09,2014
The Elder Scrolls V: Skyrim VR,Role-Playing,PS4,Bethesda Softworks,Bethesda Softworks,,,,1.13,0.47,0.47,0.01,0.19,2017
Total War: Rome II,Strategy,PC,Sega,The Creative Assembly,8,,1.13,,,,,,2013
Rocksmith,Misc,PS3,Ubisoft,Ubisoft,8,,,1.13,0.53,0.38,0.09,0.13,2011
Fight Night Champion,Fighting,PS3,EA Sports,EA Canada,8.4,,,1.13,0.45,0.5,,0.18,2011
Need for Speed: Most Wanted (2012),Racing,PSV,Electronic Arts,Criterion Games,,,,1.12,0.33,0.53,0.01,0.25,2012
WWE 2K14,Fighting,X360,2K Sports,Yuke's,7.6,,,1.12,0.64,0.38,,0.1,2013
Dragon Age II,Role-Playing,X360,Electronic Arts,BioWare Corp.,8,,,1.12,0.72,0.29,0.01,0.09,2011
Crash Bandicoot N. Sane Trilogy,Platform,NS,Activision,Toys for Bob,6,,,1.11,0.44,0.57,0.02,0.09,2018
LEGO Marvel Super Heroes 2,Action,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,1.11,0.33,0.6,0,0.18,2017
Disney Infinity 2.0: Marvel Super Heroes,Action-Adventure,X360,Disney Interactive Studios,Avalanche Software,,,,1.11,0.67,0.34,,0.1,2014
